2	1
3	1
4	1
6	1
7	1
70	1
88	1
1	2
3	2
10	2
91	2
1	3
2	3
5	3
19	3
89	3
1	4
13	4
14	4
3	5
9	5
1	6
8	6
39	6
1	7
27	7
31	7
43	7
85	7
6	8
5	9
11	9
12	9
2	10
78	10
9	11
9	12
4	13
15	13
4	14
16	14
17	14
21	14
52	14
13	15
14	16
18	16
22	16
44	16
55	16
14	17
20	17
24	17
67	17
16	18
30	18
3	19
23	19
81	19
17	20
29	20
40	20
14	21
42	21
16	22
28	22
32	22
57	22
58	22
75	22
19	23
25	23
56	23
60	23
17	24
26	24
38	24
49	24
23	25
87	25
24	26
7	27
41	27
22	28
61	28
20	29
46	29
53	29
18	30
35	30
7	31
33	31
64	31
22	32
31	33
34	33
33	34
36	34
63	34
68	34
30	35
79	35
34	36
37	36
36	37
59	37
62	37
73	37
24	38
6	39
45	39
20	40
95	40
27	41
98	41
21	42
84	42
7	43
48	43
16	44
39	45
29	46
47	46
69	46
46	47
66	47
76	47
43	48
50	48
74	48
24	49
54	49
48	50
51	50
65	50
82	50
50	51
14	52
29	53
94	53
49	54
93	54
16	55
71	55
23	56
99	56
22	57
22	58
37	59
23	60
28	61
37	62
80	62
34	63
31	64
50	65
47	66
72	66
17	67
34	68
86	68
90	68
96	68
46	69
1	70
55	71
66	72
77	72
37	73
48	74
22	75
83	75
47	76
72	77
10	78
35	79
62	80
92	80
97	80
19	81
50	82
75	83
42	84
7	85
68	86
100	86
25	87
1	88
3	89
68	90
2	91
80	92
54	93
53	94
40	95
68	96
80	97
41	98
56	99
86	100
